,날짜,종가,전일비,시가,고가,저가,거래량
11,2018.07.09,305000.0,18500.0,286500.0,308500.0,281500.0,22507.0
12,2018.07.06,286500.0,4000.0,288500.0,294000.0,275000.0,10469.0
13,2018.07.05,290500.0,5000.0,293000.0,310000.0,287000.0,9052.0
1,2018.07.04,295500.0,500.0,295000.0,297500.0,284500.0,8498.0
2,2018.07.03,295000.0,4500.0,303000.0,324000.0,291000.0,8811.0
3,2018.07.02,299500.0,4000.0,293500.0,303500.0,293500.0,6481.0
4,2018.06.29,295500.0,4000.0,303000.0,305000.0,291500.0,10671.0
5,2018.06.28,299500.0,11000.0,295500.0,303000.0,286500.0,8678.0
9,2018.06.27,288500.0,3000.0,281000.0,294000.0,277000.0,7619.0
10,2018.06.26,285500.0,3500.0,280000.0,288000.0,271500.0,10165.0
11,2018.06.25,282000.0,14500.0,297000.0,302000.0,280000.0,11247.0
12,2018.06.22,296500.0,1000.0,293000.0,306500.0,293000.0,9560.0
13,2018.06.21,295500.0,7000.0,302500.0,306500.0,293000.0,10181.0
1,2018.06.20,302500.0,24500.0,277000.0,309500.0,277000.0,17734.0
2,2018.06.19,278000.0,3000.0,275000.0,288500.0,273500.0,11670.0
3,2018.06.18,275000.0,500.0,276000.0,286500.0,274500.0,12528.0
4,2018.06.15,274500.0,11000.0,285500.0,291000.0,274500.0,11143.0
5,2018.06.14,285500.0,500.0,280000.0,300000.0,279500.0,13339.0
9,2018.06.12,285000.0,500.0,283500.0,289500.0,278500.0,6254.0
10,2018.06.11,285500.0,3500.0,285000.0,293500.0,281000.0,10766.0
11,2018.06.08,282000.0,3500.0,284500.0,293500.0,276500.0,13588.0
12,2018.06.07,285500.0,22500.0,263000.0,287500.0,262000.0,18556.0
13,2018.06.05,263000.0,15500.0,249000.0,266000.0,248000.0,30537.0
1,2018.06.04,247500.0,20500.0,233000.0,252000.0,231500.0,22435.0
2,2018.06.01,227000.0,3500.0,232500.0,236500.0,227000.0,6774.0
3,2018.05.31,230500.0,0.0,229500.0,235000.0,227500.0,6039.0
4,2018.05.30,230500.0,1000.0,228000.0,232500.0,221500.0,4274.0
5,2018.05.29,229500.0,4500.0,232000.0,236500.0,227000.0,1887.0
9,2018.05.28,234000.0,10000.0,224000.0,234500.0,223000.0,4842.0
10,2018.05.25,224000.0,7000.0,229000.0,232000.0,223500.0,4992.0
11,2018.05.24,231000.0,8000.0,239000.0,239000.0,228500.0,5885.0
12,2018.05.23,239000.0,8500.0,245500.0,248000.0,238500.0,4568.0
13,2018.05.21,247500.0,13000.0,236500.0,248000.0,236000.0,6622.0
1,2018.05.18,234500.0,500.0,234500.0,241500.0,231000.0,4055.0
2,2018.05.17,234000.0,1500.0,235500.0,238000.0,231000.0,2833.0
3,2018.05.16,235500.0,1500.0,235500.0,242000.0,235000.0,1501.0
4,2018.05.15,237000.0,4500.0,239000.0,243500.0,234000.0,4180.0
5,2018.05.14,241500.0,1000.0,241000.0,248000.0,240500.0,2635.0
9,2018.05.11,240500.0,4500.0,245000.0,245000.0,238000.0,5339.0
10,2018.05.10,245000.0,2500.0,248000.0,248500.0,235000.0,10642.0
11,2018.05.09,247500.0,2500.0,243000.0,258000.0,243000.0,10995.0
12,2018.05.08,245000.0,4500.0,243000.0,265000.0,243000.0,18127.0
13,2018.05.04,240500.0,7000.0,230500.0,240500.0,226500.0,9138.0
1,2018.05.03,233500.0,4500.0,237000.0,237000.0,229000.0,3828.0
2,2018.05.02,238000.0,500.0,238000.0,243000.0,234000.0,2711.0
3,2018.04.30,238500.0,2000.0,236000.0,243500.0,235000.0,2061.0
4,2018.04.27,236500.0,500.0,234500.0,244000.0,234000.0,5844.0
5,2018.04.26,236000.0,2000.0,239000.0,244500.0,236000.0,6007.0
9,2018.04.25,238000.0,13000.0,225500.0,241000.0,220500.0,19869.0
10,2018.04.24,225000.0,9500.0,215500.0,225500.0,215500.0,7857.0
11,2018.04.23,215500.0,4500.0,220000.0,220000.0,214000.0,3838.0
12,2018.04.20,220000.0,500.0,219500.0,221500.0,217000.0,2213.0
13,2018.04.19,219500.0,0.0,218000.0,222500.0,216500.0,9176.0
1,2018.04.18,219500.0,8000.0,211500.0,221000.0,211000.0,10693.0
2,2018.04.17,211500.0,4000.0,206500.0,214000.0,206000.0,8526.0
3,2018.04.16,207500.0,2000.0,206500.0,208000.0,204000.0,2206.0
4,2018.04.13,205500.0,500.0,205000.0,206500.0,202000.0,4691.0
5,2018.04.12,206000.0,3500.0,208500.0,210000.0,205500.0,4170.0
9,2018.04.11,209500.0,2000.0,206500.0,211000.0,206000.0,4360.0
10,2018.04.10,207500.0,0.0,208500.0,210500.0,206500.0,3387.0
11,2018.04.09,207500.0,7500.0,213500.0,213500.0,206500.0,8901.0
12,2018.04.06,215000.0,2500.0,211500.0,220000.0,210000.0,7103.0
13,2018.04.05,212500.0,500.0,211500.0,217500.0,211500.0,3431.0
1,2018.04.04,213000.0,2000.0,216000.0,217500.0,208000.0,2523.0
2,2018.04.03,215000.0,2000.0,215000.0,217000.0,213500.0,5921.0
3,2018.04.02,217000.0,4500.0,218500.0,222000.0,213500.0,7443.0
4,2018.03.30,221500.0,2500.0,221500.0,223000.0,217000.0,4603.0
5,2018.03.29,219000.0,6000.0,211500.0,219000.0,211000.0,2893.0
9,2018.03.28,213000.0,6000.0,217500.0,218500.0,211500.0,5438.0
10,2018.03.27,219000.0,1500.0,215500.0,220000.0,213000.0,4156.0
11,2018.03.26,217500.0,9500.0,211000.0,217500.0,208000.0,5466.0
12,2018.03.23,208000.0,6000.0,212500.0,213500.0,206500.0,4966.0
13,2018.03.22,214000.0,500.0,213500.0,216500.0,213500.0,3070.0
1,2018.03.21,213500.0,3000.0,216000.0,218000.0,213000.0,5577.0
2,2018.03.20,216500.0,2000.0,218500.0,220500.0,214500.0,5632.0
3,2018.03.19,218500.0,9000.0,228500.0,228500.0,216500.0,8433.0
4,2018.03.16,227500.0,1500.0,226000.0,229000.0,223000.0,4995.0
5,2018.03.15,226000.0,8500.0,219500.0,227500.0,215000.0,7683.0
9,2018.03.14,217500.0,500.0,217000.0,221000.0,217000.0,3986.0
10,2018.03.13,217000.0,6000.0,220500.0,224500.0,216000.0,11918.0
11,2018.03.12,223000.0,2000.0,226500.0,228000.0,223000.0,6870.0
12,2018.03.09,225000.0,500.0,225500.0,230500.0,225000.0,6939.0
13,2018.03.08,225500.0,4500.0,223000.0,225500.0,219000.0,4034.0
1,2018.03.07,221000.0,3500.0,223000.0,228000.0,220000.0,3179.0
2,2018.03.06,224500.0,2000.0,223000.0,227500.0,222500.0,3869.0
3,2018.03.05,222500.0,10500.0,230500.0,233000.0,222000.0,5323.0
4,2018.03.02,233000.0,4500.0,235500.0,237500.0,229000.0,6991.0
5,2018.02.28,237500.0,1500.0,235000.0,238000.0,232000.0,7641.0
9,2018.02.27,236000.0,3000.0,233000.0,238000.0,230500.0,6997.0
10,2018.02.26,233000.0,5500.0,240000.0,241000.0,231000.0,10468.0
11,2018.02.23,238500.0,1000.0,240500.0,240500.0,232000.0,10423.0
12,2018.02.22,239500.0,0.0,240000.0,242500.0,237500.0,5069.0
13,2018.02.21,239500.0,5000.0,246500.0,246500.0,236000.0,6765.0
1,2018.02.20,244500.0,500.0,247000.0,250500.0,240500.0,7751.0
2,2018.02.19,245000.0,500.0,248500.0,252000.0,244000.0,6750.0
3,2018.02.14,244500.0,4500.0,248500.0,249500.0,241000.0,7947.0
4,2018.02.13,249000.0,17500.0,263000.0,264000.0,245500.0,17529.0
5,2018.02.12,266500.0,5000.0,271500.0,271500.0,259000.0,7607.0
9,2018.02.09,271500.0,12000.0,256500.0,272500.0,252500.0,18150.0
10,2018.02.08,259500.0,11500.0,244500.0,262500.0,244500.0,9603.0
11,2018.02.07,248000.0,1500.0,249500.0,256000.0,242500.0,6772.0
12,2018.02.06,249500.0,4000.0,240500.0,251500.0,237000.0,6303.0
13,2018.02.05,245500.0,9000.0,253000.0,253000.0,244000.0,3947.0
1,2018.02.02,254500.0,2500.0,254000.0,258500.0,251000.0,3991.0
2,2018.02.01,257000.0,4000.0,258000.0,261500.0,252000.0,4479.0
3,2018.01.31,261000.0,2000.0,264500.0,265000.0,248000.0,9893.0
4,2018.01.30,263000.0,0.0,266000.0,266500.0,260000.0,6888.0
5,2018.01.29,263000.0,1000.0,264000.0,267000.0,262000.0,4243.0
9,2018.01.26,264000.0,3000.0,261000.0,265500.0,260500.0,5893.0
10,2018.01.25,261000.0,3500.0,256000.0,264000.0,252000.0,6483.0
11,2018.01.24,257500.0,500.0,258000.0,262000.0,256000.0,5562.0
12,2018.01.23,257000.0,6000.0,249000.0,265000.0,248500.0,17490.0
13,2018.01.22,251000.0,3000.0,248000.0,253500.0,244000.0,6171.0
1,2018.01.19,248000.0,2500.0,243500.0,250500.0,242500.0,6550.0
2,2018.01.18,245500.0,500.0,245000.0,249000.0,240500.0,3134.0
3,2018.01.17,245000.0,6000.0,250000.0,251500.0,242500.0,5808.0
4,2018.01.16,251000.0,16000.0,235000.0,253000.0,235000.0,21664.0
5,2018.01.15,235000.0,7000.0,228500.0,236500.0,228500.0,8801.0
9,2018.01.12,228000.0,3000.0,228500.0,236000.0,228000.0,11554.0
10,2018.01.11,225000.0,6500.0,220000.0,229000.0,218500.0,10157.0
11,2018.01.10,218500.0,5000.0,222000.0,225500.0,216500.0,10368.0
12,2018.01.09,223500.0,5500.0,218000.0,224000.0,217500.0,4956.0
13,2018.01.08,218000.0,5500.0,224000.0,224000.0,216500.0,5624.0
1,2018.01.05,223500.0,0.0,226000.0,228000.0,223500.0,2477.0
2,2018.01.04,223500.0,4500.0,227500.0,229500.0,223000.0,3767.0
3,2018.01.03,228000.0,3000.0,229000.0,234000.0,223000.0,6597.0
4,2018.01.02,231000.0,3000.0,233500.0,236000.0,226500.0,4616.0
5,2017.12.28,234000.0,500.0,232500.0,235500.0,232000.0,1751.0
9,2017.12.27,234500.0,1000.0,228500.0,235000.0,228500.0,3708.0
10,2017.12.26,233500.0,6500.0,232500.0,236500.0,225500.0,7381.0
11,2017.12.22,227000.0,0.0,228000.0,240500.0,225500.0,9903.0
12,2017.12.21,227000.0,2000.0,229000.0,229000.0,221000.0,3561.0
13,2017.12.20,229000.0,3500.0,223000.0,232000.0,223000.0,4845.0
1,2017.12.19,225500.0,5000.0,230500.0,232000.0,223000.0,3689.0
2,2017.12.18,230500.0,14000.0,220000.0,231500.0,217000.0,9353.0
3,2017.12.15,216500.0,3000.0,217000.0,224000.0,214500.0,5051.0
4,2017.12.14,213500.0,6000.0,220500.0,225000.0,213500.0,7667.0
5,2017.12.13,219500.0,2500.0,217500.0,221500.0,215000.0,5651.0
9,2017.12.12,217000.0,2000.0,213500.0,217000.0,212000.0,3106.0
10,2017.12.11,215000.0,1000.0,212000.0,217000.0,211000.0,3478.0
11,2017.12.08,214000.0,4500.0,216000.0,220500.0,212500.0,4804.0
12,2017.12.07,218500.0,3500.0,222000.0,225500.0,216500.0,5389.0
13,2017.12.06,222000.0,6000.0,228000.0,232500.0,222000.0,4647.0
1,2017.12.05,228000.0,3500.0,226500.0,231500.0,223500.0,6258.0
2,2017.12.04,224500.0,8000.0,230000.0,234000.0,223000.0,10071.0
3,2017.12.01,232500.0,3000.0,236500.0,236500.0,225000.0,8641.0
4,2017.11.30,235500.0,500.0,242000.0,242000.0,235500.0,7199.0
5,2017.11.29,236000.0,2000.0,234000.0,243500.0,233000.0,15523.0
9,2017.11.28,234000.0,7000.0,229500.0,234000.0,227000.0,10793.0
10,2017.11.27,227000.0,500.0,225500.0,230500.0,225000.0,3687.0
11,2017.11.24,226500.0,1000.0,225500.0,230000.0,225500.0,5297.0
12,2017.11.23,227500.0,3500.0,225000.0,228500.0,221000.0,4380.0
13,2017.11.22,224000.0,3000.0,225000.0,230000.0,223000.0,4508.0
1,2017.11.21,227000.0,1000.0,229000.0,233000.0,225000.0,8283.0
2,2017.11.20,228000.0,8000.0,220000.0,230500.0,217000.0,16628.0
3,2017.11.17,220000.0,11000.0,208000.0,223000.0,208000.0,15374.0
4,2017.11.16,209000.0,5500.0,214500.0,215500.0,209000.0,4239.0
5,2017.11.15,214500.0,500.0,217000.0,217000.0,210000.0,4424.0
9,2017.11.14,214000.0,1000.0,213000.0,218000.0,207000.0,6563.0
10,2017.11.13,215000.0,1500.0,213000.0,218000.0,211500.0,4298.0
11,2017.11.10,216500.0,500.0,213500.0,217500.0,213500.0,7446.0
12,2017.11.09,216000.0,5000.0,213500.0,216000.0,209000.0,9783.0
13,2017.11.08,211000.0,1000.0,211000.0,212000.0,201000.0,8285.0
1,2017.11.07,210000.0,6000.0,204000.0,213000.0,204000.0,13150.0
2,2017.11.06,204000.0,2500.0,205000.0,206000.0,202500.0,7049.0
3,2017.11.03,201500.0,1500.0,202000.0,204500.0,199500.0,4843.0
4,2017.11.02,200000.0,4000.0,203500.0,203500.0,197500.0,6344.0
5,2017.11.01,204000.0,500.0,200500.0,205000.0,199000.0,6223.0
9,2017.10.31,203500.0,4500.0,206000.0,208000.0,198000.0,5799.0
10,2017.10.30,208000.0,2000.0,212000.0,212000.0,204000.0,7171.0
11,2017.10.27,210000.0,2500.0,206500.0,211000.0,206000.0,8405.0
12,2017.10.26,207500.0,2500.0,205000.0,208000.0,204000.0,4522.0
13,2017.10.25,205000.0,1500.0,206500.0,208000.0,200000.0,7395.0
1,2017.10.24,206500.0,6000.0,201500.0,207000.0,197000.0,9622.0
2,2017.10.23,200500.0,500.0,198500.0,202500.0,195500.0,6980.0
3,2017.10.20,201000.0,1500.0,200000.0,201500.0,198000.0,6420.0
4,2017.10.19,199500.0,8000.0,192000.0,200000.0,192000.0,11137.0
5,2017.10.18,191500.0,1500.0,191000.0,194500.0,189000.0,2966.0
9,2017.10.17,193000.0,1000.0,190500.0,195500.0,189500.0,4020.0
10,2017.10.16,192000.0,2500.0,188500.0,194000.0,186500.0,6478.0
11,2017.10.13,189500.0,2500.0,192500.0,194500.0,186500.0,9691.0
12,2017.10.12,192000.0,2500.0,188500.0,194000.0,186000.0,7705.0
13,2017.10.11,189500.0,1500.0,188000.0,192500.0,185000.0,7658.0
1,2017.10.10,188000.0,9500.0,194500.0,197500.0,186500.0,10117.0
2,2017.09.29,197500.0,2000.0,199500.0,200500.0,195500.0,4705.0
3,2017.09.28,199500.0,7500.0,189500.0,200000.0,187500.0,9939.0
4,2017.09.27,192000.0,7500.0,183500.0,194500.0,183500.0,7723.0
5,2017.09.26,184500.0,7500.0,179000.0,187500.0,176000.0,6251.0
9,2017.09.25,177000.0,8500.0,186000.0,186000.0,175500.0,18399.0
10,2017.09.22,185500.0,6500.0,190500.0,192000.0,184000.0,11299.0
11,2017.09.21,192000.0,500.0,192000.0,194000.0,190000.0,5274.0
12,2017.09.20,191500.0,3000.0,194000.0,196000.0,191500.0,6016.0
13,2017.09.19,194500.0,2000.0,194000.0,197000.0,193000.0,5077.0
1,2017.09.18,196500.0,500.0,194500.0,198000.0,193000.0,5951.0
2,2017.09.15,196000.0,0.0,194500.0,198000.0,194000.0,7043.0
3,2017.09.14,196000.0,4000.0,191500.0,196000.0,191000.0,5073.0
4,2017.09.13,192000.0,6500.0,197500.0,198500.0,190500.0,14951.0
5,2017.09.12,198500.0,0.0,197000.0,199500.0,196500.0,2778.0
9,2017.09.11,198500.0,500.0,199000.0,200500.0,196500.0,4429.0
10,2017.09.08,199000.0,500.0,198000.0,200000.0,196500.0,3392.0
11,2017.09.07,198500.0,2000.0,199000.0,201000.0,197000.0,3964.0
12,2017.09.06,196500.0,1500.0,199500.0,200000.0,196000.0,5343.0
13,2017.09.05,198000.0,2000.0,200000.0,202500.0,197000.0,5476.0
1,2017.09.04,200000.0,3000.0,201000.0,203000.0,199000.0,7605.0
2,2017.09.01,203000.0,1500.0,204000.0,205000.0,202000.0,5177.0
3,2017.08.31,204500.0,500.0,205000.0,205000.0,202500.0,7879.0
4,2017.08.30,205000.0,3000.0,208000.0,208000.0,204500.0,6381.0
5,2017.08.29,208000.0,1000.0,207000.0,210500.0,206000.0,4730.0
9,2017.08.28,209000.0,500.0,206000.0,210500.0,206000.0,8422.0
10,2017.08.25,208500.0,3500.0,206000.0,210000.0,204500.0,8355.0
11,2017.08.24,205000.0,0.0,204500.0,208000.0,203500.0,5760.0
12,2017.08.23,205000.0,1000.0,208500.0,209000.0,205000.0,5594.0
13,2017.08.22,206000.0,1500.0,204500.0,207000.0,204500.0,3716.0
1,2017.08.21,204500.0,0.0,205000.0,208000.0,204500.0,6831.0
2,2017.08.18,204500.0,3000.0,205500.0,209000.0,204000.0,9313.0
3,2017.08.17,207500.0,1000.0,207000.0,209000.0,205000.0,6502.0
4,2017.08.16,208500.0,2000.0,216500.0,216500.0,208000.0,6495.0
5,2017.08.14,210500.0,6500.0,215000.0,217000.0,210000.0,7429.0
9,2017.08.11,217000.0,1000.0,213500.0,222000.0,213500.0,6180.0
10,2017.08.10,218000.0,7000.0,212500.0,218000.0,208500.0,6821.0
11,2017.08.09,211000.0,2000.0,211000.0,215500.0,208000.0,6305.0
12,2017.08.08,213000.0,2500.0,215500.0,218500.0,210500.0,8585.0
13,2017.08.07,215500.0,13000.0,227000.0,228500.0,215000.0,8435.0
1,2017.08.04,228500.0,3000.0,226500.0,231000.0,225000.0,7074.0
2,2017.08.03,225500.0,4000.0,221500.0,227000.0,218500.0,9126.0
3,2017.08.02,221500.0,16500.0,205500.0,224000.0,202500.0,21029.0
4,2017.08.01,205000.0,11000.0,216000.0,221000.0,202000.0,29697.0
5,2017.07.31,216000.0,6000.0,221500.0,225000.0,215500.0,3686.0
9,2017.07.28,222000.0,3500.0,223500.0,227500.0,220500.0,6330.0
10,2017.07.27,225500.0,0.0,227000.0,227000.0,222000.0,6402.0
11,2017.07.26,225500.0,1500.0,225500.0,229500.0,223000.0,8581.0
12,2017.07.25,224000.0,6000.0,220000.0,225000.0,219000.0,9679.0
13,2017.07.24,218000.0,2500.0,217000.0,220000.0,215500.0,3708.0
1,2017.07.21,215500.0,500.0,213500.0,218500.0,213500.0,7175.0
2,2017.07.20,215000.0,1500.0,215500.0,217500.0,213500.0,5880.0
3,2017.07.19,216500.0,4500.0,214000.0,218500.0,212000.0,6472.0
4,2017.07.18,212000.0,3000.0,214000.0,215000.0,210000.0,9055.0
5,2017.07.17,215000.0,3000.0,218000.0,219500.0,214000.0,3713.0
9,2017.07.14,218000.0,3000.0,216500.0,218000.0,213500.0,5870.0
10,2017.07.13,215000.0,5500.0,221000.0,222500.0,213000.0,13106.0
11,2017.07.12,220500.0,1000.0,223000.0,224500.0,219000.0,5577.0
12,2017.07.11,221500.0,500.0,222000.0,225000.0,219500.0,5245.0
13,2017.07.10,222000.0,500.0,222000.0,224000.0,219500.0,4503.0
1,2017.07.07,222500.0,2500.0,225000.0,227000.0,220000.0,9287.0
2,2017.07.06,225000.0,10000.0,234000.0,236500.0,223500.0,14888.0
3,2017.07.05,235000.0,5000.0,236000.0,239000.0,235000.0,3566.0
4,2017.07.04,240000.0,2500.0,240500.0,243000.0,235500.0,9119.0
5,2017.07.03,242500.0,1000.0,246000.0,247000.0,241000.0,5563.0
9,2017.06.30,243500.0,2500.0,239000.0,248000.0,239000.0,6915.0
10,2017.06.29,241000.0,4500.0,237000.0,244500.0,234000.0,9817.0
11,2017.06.28,236500.0,1500.0,234000.0,238000.0,233500.0,3885.0
12,2017.06.27,235000.0,500.0,234500.0,239000.0,233500.0,3845.0
13,2017.06.26,234500.0,1500.0,237000.0,237500.0,232000.0,2782.0
1,2017.06.23,236000.0,3000.0,231000.0,239000.0,231000.0,5272.0
2,2017.06.22,233000.0,2500.0,234000.0,236000.0,232000.0,4818.0
3,2017.06.21,235500.0,1500.0,237000.0,239500.0,234500.0,3567.0
4,2017.06.20,237000.0,5500.0,242500.0,244500.0,236500.0,8924.0
5,2017.06.19,242500.0,11000.0,234000.0,245500.0,234000.0,14038.0
9,2017.06.16,231500.0,7500.0,239000.0,242000.0,231500.0,14442.0
10,2017.06.15,239000.0,12500.0,251500.0,255500.0,236500.0,18229.0
11,2017.06.14,251500.0,14500.0,266000.0,266000.0,251000.0,10089.0
12,2017.06.13,266000.0,7000.0,262000.0,266000.0,259000.0,5762.0
13,2017.06.12,259000.0,5500.0,265000.0,266000.0,258000.0,7639.0
1,2017.06.09,264500.0,4500.0,261500.0,268000.0,259000.0,10632.0
2,2017.06.08,260000.0,500.0,257500.0,263500.0,257500.0,8803.0
3,2017.06.07,259500.0,4500.0,252500.0,263500.0,252000.0,6216.0
4,2017.06.05,255000.0,3500.0,258000.0,258500.0,254000.0,5701.0
5,2017.06.02,258500.0,1000.0,257000.0,260500.0,254500.0,5006.0
9,2017.06.01,259500.0,2500.0,261000.0,265500.0,256500.0,5469.0
10,2017.05.31,262000.0,2000.0,265000.0,266000.0,261500.0,4365.0
11,2017.05.30,264000.0,6000.0,261500.0,265500.0,258000.0,7273.0
12,2017.05.29,258000.0,4000.0,253000.0,262000.0,252500.0,7454.0
13,2017.05.26,254000.0,4500.0,258500.0,262000.0,252500.0,9058.0
1,2017.05.25,258500.0,3500.0,262500.0,262500.0,256500.0,5358.0
2,2017.05.24,262000.0,1500.0,261500.0,264500.0,260500.0,2367.0
3,2017.05.23,260500.0,1000.0,258500.0,263000.0,255000.0,4071.0
4,2017.05.22,259500.0,1000.0,262500.0,262500.0,257000.0,6042.0
5,2017.05.19,258500.0,5000.0,264500.0,264500.0,257000.0,6356.0
9,2017.05.18,263500.0,1000.0,263500.0,265000.0,258000.0,4954.0
10,2017.05.17,264500.0,500.0,261000.0,267000.0,260500.0,6634.0
11,2017.05.16,264000.0,1500.0,265500.0,267000.0,260000.0,7333.0
12,2017.05.15,265500.0,2500.0,264500.0,268000.0,262500.0,3837.0
13,2017.05.12,263000.0,9000.0,272500.0,272500.0,263000.0,8093.0
1,2017.05.11,272000.0,1000.0,273000.0,274000.0,267000.0,6978.0
2,2017.05.10,271000.0,8000.0,266000.0,273500.0,263500.0,15597.0
3,2017.05.08,263000.0,4500.0,267000.0,272000.0,257000.0,10209.0
4,2017.05.04,267500.0,14500.0,253500.0,268500.0,253500.0,13514.0
5,2017.05.02,253000.0,3000.0,255000.0,258000.0,252000.0,4818.0
9,2017.04.28,256000.0,2000.0,255000.0,258500.0,252500.0,6281.0
10,2017.04.27,258000.0,4000.0,257500.0,260000.0,252000.0,7077.0
11,2017.04.26,254000.0,6000.0,247000.0,259000.0,245000.0,10004.0
12,2017.04.25,248000.0,500.0,245500.0,254500.0,245000.0,6526.0
13,2017.04.24,248500.0,6500.0,256000.0,256000.0,248000.0,6317.0
1,2017.04.21,255000.0,5500.0,265500.0,265500.0,252500.0,7432.0
2,2017.04.20,260500.0,8500.0,251500.0,263500.0,250000.0,14705.0
3,2017.04.19,252000.0,10000.0,244000.0,252000.0,242000.0,11869.0
4,2017.04.18,242000.0,2500.0,244000.0,244000.0,238500.0,4032.0
5,2017.04.17,244500.0,500.0,245000.0,246000.0,241000.0,6047.0
9,2017.04.14,245000.0,4000.0,241000.0,248500.0,233000.0,15109.0
10,2017.04.13,241000.0,13500.0,229500.0,244000.0,228000.0,19816.0
11,2017.04.12,227500.0,3500.0,224000.0,229500.0,223500.0,5691.0
12,2017.04.11,224000.0,0.0,224000.0,231000.0,221500.0,5607.0
13,2017.04.10,224000.0,3000.0,226500.0,228000.0,221000.0,1965.0
1,2017.04.07,227000.0,500.0,228500.0,230500.0,225500.0,1771.0
2,2017.04.06,227500.0,2000.0,228000.0,229500.0,225500.0,2801.0
3,2017.04.05,229500.0,500.0,230500.0,231500.0,226500.0,4087.0
4,2017.04.04,230000.0,4000.0,228000.0,230500.0,222500.0,4107.0
5,2017.04.03,226000.0,6500.0,230000.0,231000.0,225000.0,9089.0
9,2017.03.31,232500.0,500.0,230500.0,233500.0,226000.0,5717.0
10,2017.03.30,233000.0,500.0,230500.0,234000.0,228000.0,4117.0
11,2017.03.29,232500.0,500.0,233500.0,234500.0,228000.0,7194.0
12,2017.03.28,233000.0,500.0,234000.0,235500.0,230000.0,11550.0
13,2017.03.27,232500.0,10000.0,224500.0,235000.0,222000.0,25493.0
1,2017.03.24,222500.0,11000.0,211500.0,225000.0,211000.0,18541.0
2,2017.03.23,211500.0,5000.0,207000.0,211500.0,205500.0,5611.0
3,2017.03.22,206500.0,3500.0,204000.0,208000.0,203000.0,7605.0
4,2017.03.21,203000.0,4000.0,209000.0,209000.0,203000.0,5209.0
5,2017.03.20,207000.0,0.0,207000.0,209000.0,203000.0,4763.0
9,2017.03.17,207000.0,5000.0,203500.0,208500.0,201000.0,5889.0
10,2017.03.16,202000.0,1500.0,203500.0,205000.0,198000.0,9609.0
11,2017.03.15,203500.0,7500.0,211000.0,212000.0,203500.0,7432.0
12,2017.03.14,211000.0,500.0,211500.0,212500.0,207500.0,9232.0
13,2017.03.13,211500.0,500.0,209000.0,213000.0,209000.0,4887.0
1,2017.03.10,211000.0,500.0,211000.0,212500.0,207500.0,2391.0
2,2017.03.09,210500.0,1500.0,211500.0,212000.0,209000.0,3063.0
3,2017.03.08,212000.0,2000.0,214000.0,214500.0,211000.0,6176.0
4,2017.03.07,214000.0,4000.0,212000.0,215000.0,211500.0,3977.0
5,2017.03.06,210000.0,1500.0,210000.0,211500.0,205000.0,5996.0
9,2017.03.03,211500.0,3000.0,215500.0,215500.0,208500.0,4796.0
10,2017.03.02,214500.0,1500.0,218000.0,218500.0,212500.0,8981.0
11,2017.02.28,216000.0,2500.0,219000.0,219000.0,212000.0,5792.0
12,2017.02.27,218500.0,1500.0,216500.0,220000.0,214500.0,6732.0
13,2017.02.24,217000.0,1000.0,218000.0,221500.0,216000.0,12592.0
1,2017.02.23,216000.0,500.0,215500.0,219000.0,213500.0,6080.0
2,2017.02.22,216500.0,2500.0,214000.0,219500.0,213500.0,9997.0
3,2017.02.21,214000.0,3000.0,213000.0,216500.0,211000.0,8375.0
4,2017.02.20,211000.0,500.0,210000.0,212500.0,207500.0,8816.0
5,2017.02.17,210500.0,6000.0,216000.0,216500.0,210000.0,7182.0
9,2017.02.16,216500.0,500.0,219000.0,219000.0,213500.0,9229.0
10,2017.02.15,217000.0,1500.0,218000.0,218500.0,214000.0,8563.0
11,2017.02.14,215500.0,3000.0,217500.0,218500.0,213000.0,6478.0
12,2017.02.13,218500.0,500.0,220000.0,222000.0,215000.0,7253.0
13,2017.02.10,218000.0,12000.0,208500.0,219500.0,205000.0,23065.0
1,2017.02.09,206000.0,1000.0,207000.0,209000.0,204000.0,5519.0
2,2017.02.08,207000.0,7500.0,214000.0,214000.0,205500.0,7332.0
3,2017.02.07,214500.0,0.0,216500.0,217500.0,213000.0,8292.0
4,2017.02.06,214500.0,0.0,218500.0,219500.0,212500.0,26267.0
5,2017.02.03,214500.0,1500.0,213000.0,216000.0,209000.0,13081.0
9,2017.02.02,213000.0,7000.0,204000.0,213000.0,204000.0,15150.0
10,2017.02.01,206000.0,1500.0,207000.0,207000.0,204000.0,6294.0
11,2017.01.31,204500.0,8000.0,195000.0,204500.0,195000.0,6701.0
12,2017.01.26,196500.0,1500.0,195500.0,197500.0,193500.0,3390.0
13,2017.01.25,195000.0,8000.0,204500.0,205000.0,194000.0,9881.0
1,2017.01.24,203000.0,4500.0,207500.0,209000.0,201500.0,5074.0
2,2017.01.23,207500.0,1500.0,206000.0,209500.0,204500.0,9505.0
3,2017.01.20,206000.0,6500.0,199500.0,208000.0,199500.0,16272.0
4,2017.01.19,199500.0,3000.0,201000.0,203500.0,199500.0,6667.0
5,2017.01.18,202500.0,2500.0,199000.0,203500.0,197500.0,6095.0
9,2017.01.17,200000.0,500.0,200500.0,203000.0,196000.0,12610.0
10,2017.01.16,199500.0,2500.0,198500.0,203000.0,198500.0,17015.0
