,날짜,종가,전일비,시가,고가,저가,거래량
1,2023.01.03,35400.0,100.0,35400.0,35750.0,34700.0,41409.0
2,2023.01.02,35300.0,1100.0,36650.0,36650.0,35200.0,60278.0
3,2022.12.29,36400.0,1000.0,37500.0,37550.0,35800.0,89867.0
4,2022.12.28,37400.0,950.0,37700.0,37800.0,36600.0,113433.0
5,2022.12.27,38350.0,50.0,38450.0,38450.0,37550.0,123681.0
9,2022.12.26,38300.0,500.0,38250.0,38550.0,37150.0,96623.0
10,2022.12.23,37800.0,100.0,37100.0,38050.0,36900.0,97524.0
11,2022.12.22,37700.0,1350.0,36400.0,37800.0,36400.0,134811.0
12,2022.12.21,36350.0,250.0,36400.0,36400.0,35950.0,82337.0
13,2022.12.20,36100.0,850.0,36950.0,36950.0,35750.0,99100.0
1,2022.12.19,36950.0,100.0,36850.0,37150.0,36450.0,34977.0
2,2022.12.16,36850.0,700.0,36900.0,37100.0,36750.0,52915.0
3,2022.12.15,37550.0,100.0,37100.0,37600.0,37100.0,46337.0
4,2022.12.14,37650.0,550.0,37200.0,37650.0,37100.0,57713.0
5,2022.12.13,37100.0,200.0,37250.0,37350.0,36450.0,107568.0
9,2022.12.12,36900.0,1300.0,38100.0,38100.0,36750.0,141823.0
10,2022.12.09,38200.0,450.0,38000.0,38650.0,37800.0,62369.0
11,2022.12.08,37750.0,100.0,37700.0,38250.0,37650.0,85770.0
12,2022.12.07,37850.0,200.0,37900.0,38350.0,37600.0,42300.0
13,2022.12.06,38050.0,1000.0,38800.0,39000.0,38000.0,56912.0
1,2022.12.05,39050.0,200.0,38850.0,39400.0,38800.0,41629.0
2,2022.12.02,38850.0,500.0,39150.0,39350.0,38500.0,69346.0
3,2022.12.01,39350.0,650.0,40350.0,40600.0,39300.0,83879.0
4,2022.11.30,40000.0,250.0,39600.0,40050.0,39050.0,87645.0
5,2022.11.29,39750.0,700.0,38700.0,39850.0,38700.0,54294.0
9,2022.11.28,39050.0,650.0,39400.0,39750.0,38950.0,64175.0
10,2022.11.25,39700.0,350.0,40050.0,40150.0,39450.0,43596.0
11,2022.11.24,40050.0,650.0,40800.0,40850.0,40000.0,68125.0
12,2022.11.23,40700.0,1000.0,40000.0,40850.0,39700.0,105313.0
13,2022.11.22,39700.0,700.0,39150.0,39950.0,38700.0,82123.0
1,2022.11.21,39000.0,700.0,39500.0,39800.0,38550.0,71491.0
2,2022.11.18,39700.0,800.0,39150.0,40400.0,39050.0,112490.0
3,2022.11.17,38900.0,150.0,39050.0,39800.0,38550.0,115389.0
4,2022.11.16,39050.0,250.0,39050.0,39250.0,38400.0,74298.0
5,2022.11.15,38800.0,1250.0,37650.0,38900.0,37500.0,100568.0
9,2022.11.14,37550.0,1200.0,38050.0,38600.0,37450.0,161595.0
10,2022.11.11,38750.0,1150.0,38900.0,39500.0,38200.0,137876.0
11,2022.11.10,37600.0,400.0,37850.0,38150.0,37350.0,52969.0
12,2022.11.09,38000.0,350.0,38400.0,38550.0,38000.0,58512.0
13,2022.11.08,38350.0,900.0,37550.0,38400.0,37500.0,49789.0
1,2022.11.07,37450.0,250.0,37200.0,37550.0,37050.0,38713.0
2,2022.11.04,37200.0,100.0,37050.0,37350.0,36500.0,61268.0
3,2022.11.03,37100.0,1100.0,37650.0,37700.0,37100.0,85711.0
4,2022.11.02,38200.0,250.0,38100.0,38300.0,37950.0,34987.0
5,2022.11.01,38450.0,300.0,38300.0,38450.0,38000.0,45257.0
9,2022.10.31,38150.0,0.0,38250.0,38550.0,37850.0,42376.0
10,2022.10.28,38150.0,650.0,38300.0,38650.0,38100.0,35844.0
11,2022.10.27,38800.0,500.0,38400.0,38950.0,38000.0,88926.0
12,2022.10.26,38300.0,350.0,38200.0,38350.0,37650.0,42232.0
13,2022.10.25,37950.0,800.0,38750.0,38850.0,37800.0,47797.0
1,2022.10.24,38750.0,1000.0,38450.0,38850.0,38050.0,56977.0
2,2022.10.21,37750.0,850.0,39000.0,39000.0,37750.0,77760.0
3,2022.10.20,38600.0,1150.0,37100.0,38600.0,36950.0,99880.0
4,2022.10.19,37450.0,1000.0,38050.0,38650.0,37450.0,80100.0
5,2022.10.18,38450.0,1050.0,37850.0,38450.0,37300.0,70487.0
9,2022.10.17,37400.0,150.0,36550.0,37600.0,36400.0,146691.0
10,2022.10.14,37250.0,1250.0,37000.0,37300.0,36450.0,92742.0
11,2022.10.13,36000.0,1350.0,37350.0,37350.0,36000.0,103049.0
12,2022.10.12,37350.0,450.0,37800.0,38100.0,36550.0,143355.0
13,2022.10.11,37800.0,1000.0,38300.0,38300.0,37650.0,90600.0
1,2022.10.07,38800.0,200.0,38400.0,39350.0,38300.0,61650.0
2,2022.10.06,39000.0,500.0,38850.0,39200.0,38350.0,96353.0
3,2022.10.05,38500.0,1100.0,40000.0,40150.0,38150.0,105343.0
4,2022.10.04,39600.0,1600.0,38950.0,39600.0,38600.0,71151.0
5,2022.09.30,38000.0,1050.0,38800.0,39200.0,37500.0,150157.0
9,2022.09.29,39050.0,150.0,39750.0,40100.0,39000.0,89946.0
10,2022.09.28,38900.0,1050.0,39600.0,40200.0,38400.0,132411.0
11,2022.09.27,39950.0,600.0,39400.0,40000.0,38950.0,92400.0
12,2022.09.26,39350.0,850.0,40100.0,40350.0,39000.0,144535.0
13,2022.09.23,40200.0,1350.0,41550.0,41750.0,40150.0,121905.0
1,2022.09.22,41550.0,300.0,41500.0,42050.0,41050.0,65349.0
2,2022.09.21,41850.0,400.0,42000.0,43000.0,41400.0,107852.0
3,2022.09.20,42250.0,1050.0,41600.0,42400.0,41550.0,93915.0
4,2022.09.19,41200.0,950.0,42550.0,42700.0,40900.0,95661.0
5,2022.09.16,42150.0,1000.0,40800.0,42400.0,40800.0,160302.0
9,2022.09.15,41150.0,250.0,41450.0,41800.0,40850.0,84330.0
10,2022.09.14,40900.0,400.0,40000.0,41500.0,39900.0,100322.0
11,2022.09.13,41300.0,700.0,41150.0,41400.0,40800.0,70903.0
12,2022.09.08,40600.0,600.0,40350.0,40850.0,40250.0,69059.0
13,2022.09.07,40000.0,900.0,40450.0,40550.0,39900.0,71901.0
1,2022.09.06,40900.0,700.0,40350.0,40900.0,40150.0,62335.0
2,2022.09.05,40200.0,50.0,40450.0,40750.0,40050.0,72601.0
3,2022.09.02,40150.0,150.0,40300.0,40700.0,39850.0,88480.0
4,2022.09.01,40300.0,800.0,40650.0,41050.0,40300.0,99331.0
5,2022.08.31,41100.0,350.0,41350.0,41600.0,40800.0,86207.0
9,2022.08.30,41450.0,700.0,40500.0,41950.0,40150.0,128106.0
10,2022.08.29,40750.0,600.0,40500.0,41100.0,40100.0,140039.0
11,2022.08.26,41350.0,900.0,42350.0,42450.0,41100.0,141091.0
12,2022.08.25,42250.0,1300.0,40900.0,43450.0,40600.0,349079.0
13,2022.08.24,40950.0,800.0,40350.0,41050.0,40300.0,81050.0
1,2022.08.23,40150.0,650.0,40800.0,41200.0,40000.0,101334.0
2,2022.08.22,40800.0,500.0,41000.0,41500.0,40450.0,88136.0
3,2022.08.19,41300.0,500.0,41800.0,42050.0,41250.0,96824.0
4,2022.08.18,41800.0,100.0,41900.0,42300.0,41350.0,67197.0
5,2022.08.17,41900.0,300.0,42050.0,42400.0,41750.0,83877.0
9,2022.08.16,41600.0,1800.0,43200.0,43350.0,41450.0,182984.0
10,2022.08.12,43400.0,1200.0,41950.0,43500.0,41800.0,147584.0
11,2022.08.11,42200.0,1250.0,41800.0,42650.0,41550.0,148629.0
12,2022.08.10,40950.0,1500.0,41900.0,42200.0,40850.0,133978.0
13,2022.08.09,42450.0,100.0,42350.0,42700.0,41750.0,62564.0
1,2022.08.08,42350.0,50.0,42200.0,42750.0,41350.0,137482.0
2,2022.08.05,42300.0,150.0,42350.0,42800.0,42150.0,74608.0
3,2022.08.04,42450.0,150.0,42700.0,42800.0,41600.0,166258.0
4,2022.08.03,42600.0,1000.0,43700.0,43950.0,42400.0,145335.0
5,2022.08.02,43600.0,1900.0,42900.0,44050.0,42100.0,474876.0
9,2022.08.01,41700.0,550.0,42150.0,42450.0,41700.0,77093.0
10,2022.07.29,42250.0,50.0,42500.0,42900.0,41900.0,129616.0
11,2022.07.28,42200.0,250.0,42000.0,42500.0,41950.0,61347.0
12,2022.07.27,41950.0,200.0,41950.0,42100.0,41650.0,71939.0
13,2022.07.26,41750.0,650.0,41100.0,42050.0,40900.0,81000.0
1,2022.07.25,41100.0,400.0,40300.0,41350.0,40100.0,79632.0
2,2022.07.22,40700.0,450.0,41000.0,41250.0,40600.0,58661.0
3,2022.07.21,41150.0,900.0,40700.0,41600.0,40500.0,97943.0
4,2022.07.20,40250.0,100.0,40900.0,40950.0,39950.0,80826.0
5,2022.07.19,40350.0,400.0,39800.0,40450.0,39250.0,54464.0
9,2022.07.18,39950.0,1100.0,39350.0,40100.0,39350.0,90169.0
10,2022.07.15,38850.0,100.0,39150.0,39150.0,38300.0,66111.0
11,2022.07.14,38750.0,250.0,39050.0,39300.0,38650.0,93261.0
12,2022.07.13,39000.0,100.0,39300.0,39500.0,38400.0,73924.0
13,2022.07.12,38900.0,450.0,39400.0,39900.0,38650.0,119481.0
1,2022.07.11,39350.0,500.0,39850.0,40200.0,39050.0,75261.0
2,2022.07.08,39850.0,300.0,40150.0,40350.0,39250.0,70244.0
3,2022.07.07,39550.0,1750.0,38550.0,39800.0,38500.0,96586.0
4,2022.07.06,37800.0,1800.0,39050.0,39300.0,37800.0,170051.0
5,2022.07.05,39600.0,500.0,39700.0,39700.0,38950.0,70424.0
9,2022.07.04,39100.0,400.0,39100.0,40300.0,38500.0,104696.0
10,2022.07.01,39500.0,50.0,39550.0,40200.0,38700.0,79267.0
11,2022.06.30,39550.0,650.0,40000.0,40450.0,39450.0,107016.0
12,2022.06.29,40200.0,550.0,40400.0,40600.0,39700.0,81450.0
13,2022.06.28,40750.0,0.0,40800.0,41150.0,40300.0,51434.0
1,2022.06.27,40750.0,400.0,40800.0,41300.0,40050.0,92229.0
2,2022.06.24,40350.0,1250.0,39700.0,40800.0,39600.0,101215.0
3,2022.06.23,39100.0,450.0,39200.0,40150.0,38800.0,102479.0
4,2022.06.22,39550.0,700.0,40650.0,40650.0,39350.0,100386.0
5,2022.06.21,40250.0,350.0,40200.0,40600.0,39750.0,89293.0
9,2022.06.20,39900.0,1050.0,41200.0,41350.0,39600.0,147081.0
10,2022.06.17,40950.0,900.0,41150.0,41800.0,40500.0,146918.0
11,2022.06.16,41850.0,400.0,41600.0,42200.0,41350.0,92361.0
12,2022.06.15,41450.0,600.0,42050.0,42200.0,40950.0,121413.0
13,2022.06.14,42050.0,1550.0,40000.0,42050.0,40000.0,190729.0
1,2022.06.13,40500.0,650.0,40400.0,41050.0,40000.0,104614.0
2,2022.06.10,41150.0,100.0,40400.0,41700.0,40350.0,66961.0
3,2022.06.09,41050.0,400.0,41800.0,41800.0,40600.0,85629.0
4,2022.06.08,41450.0,50.0,41550.0,41900.0,40900.0,65373.0
5,2022.06.07,41500.0,850.0,42250.0,42700.0,41000.0,76553.0
9,2022.06.03,42350.0,350.0,42500.0,42750.0,42200.0,47455.0
10,2022.06.02,42000.0,100.0,41900.0,42450.0,41750.0,57133.0
11,2022.05.31,41900.0,50.0,42000.0,42100.0,41150.0,116630.0
12,2022.05.30,41850.0,550.0,42600.0,43050.0,41400.0,132025.0
13,2022.05.27,42400.0,0.0,42800.0,43150.0,41500.0,74689.0
1,2022.05.26,42400.0,750.0,43250.0,43950.0,42200.0,152782.0
2,2022.05.25,43150.0,950.0,42250.0,44000.0,42000.0,204689.0
3,2022.05.24,42200.0,750.0,43300.0,44100.0,42200.0,219090.0
4,2022.05.23,42950.0,450.0,42550.0,43000.0,42100.0,119680.0
5,2022.05.20,42500.0,50.0,42250.0,42950.0,42050.0,197849.0
9,2022.05.19,42550.0,1100.0,40750.0,42850.0,40600.0,423911.0
10,2022.05.18,41450.0,1600.0,40250.0,41650.0,40100.0,269764.0
11,2022.05.17,39850.0,450.0,39400.0,40100.0,39150.0,72902.0
12,2022.05.16,39400.0,150.0,39550.0,39800.0,38600.0,93917.0
13,2022.05.13,39550.0,1950.0,38300.0,39850.0,37800.0,127934.0
1,2022.05.12,37600.0,1600.0,38550.0,38700.0,37600.0,139390.0
2,2022.05.11,39200.0,650.0,38150.0,39200.0,38000.0,61881.0
3,2022.05.10,38550.0,150.0,37900.0,39000.0,37550.0,86061.0
4,2022.05.09,38400.0,450.0,38600.0,39100.0,37600.0,82433.0
5,2022.05.06,38850.0,300.0,39000.0,39200.0,38650.0,68060.0
9,2022.05.04,39150.0,600.0,39800.0,39950.0,39100.0,59897.0
10,2022.05.03,39750.0,600.0,39250.0,39950.0,39150.0,69836.0
11,2022.05.02,39150.0,700.0,39450.0,39800.0,39100.0,86194.0
12,2022.04.29,39850.0,1200.0,38750.0,39850.0,38700.0,79629.0
13,2022.04.28,38650.0,450.0,39100.0,39350.0,38550.0,90258.0
1,2022.04.27,39100.0,550.0,39200.0,39450.0,38700.0,73552.0
2,2022.04.26,39650.0,550.0,39400.0,39650.0,39100.0,49523.0
3,2022.04.25,39100.0,500.0,39100.0,39500.0,39050.0,62772.0
4,2022.04.22,39600.0,800.0,40050.0,40150.0,39400.0,96530.0
5,2022.04.21,40400.0,700.0,39900.0,40400.0,39700.0,88987.0
9,2022.04.20,39700.0,50.0,39800.0,40100.0,39200.0,112557.0
10,2022.04.19,39650.0,50.0,39600.0,39850.0,38700.0,239637.0
11,2022.04.18,39700.0,400.0,38900.0,39700.0,38900.0,50959.0
12,2022.04.15,39300.0,500.0,39900.0,39900.0,39050.0,89308.0
13,2022.04.14,39800.0,100.0,39900.0,40150.0,39450.0,78749.0
1,2022.04.13,39900.0,100.0,39850.0,39950.0,39500.0,62432.0
2,2022.04.12,39800.0,250.0,39300.0,40100.0,38850.0,85298.0
3,2022.04.11,39550.0,50.0,39700.0,39900.0,38800.0,95008.0
4,2022.04.08,39600.0,550.0,39350.0,39800.0,38950.0,69773.0
5,2022.04.07,39050.0,100.0,38950.0,39750.0,38600.0,76880.0
9,2022.04.06,38950.0,850.0,39350.0,39850.0,38700.0,109399.0
10,2022.04.05,39800.0,150.0,39700.0,39950.0,39400.0,66120.0
11,2022.04.04,39650.0,0.0,39650.0,39800.0,38500.0,126289.0
12,2022.04.01,39650.0,1400.0,40600.0,40600.0,39600.0,123446.0
13,2022.03.31,41050.0,800.0,40000.0,41100.0,39950.0,86034.0
1,2022.03.30,40250.0,500.0,40900.0,40900.0,40150.0,55064.0
2,2022.03.29,40750.0,500.0,40400.0,41100.0,40250.0,66643.0
3,2022.03.28,40250.0,350.0,40500.0,40800.0,40200.0,70120.0
4,2022.03.25,40600.0,350.0,41100.0,41150.0,40200.0,96344.0
5,2022.03.24,40950.0,500.0,39950.0,41000.0,39950.0,116962.0
9,2022.03.23,40450.0,0.0,40450.0,40800.0,40150.0,89245.0
10,2022.03.22,40450.0,50.0,40450.0,40700.0,39850.0,87560.0
11,2022.03.21,40400.0,550.0,40050.0,40550.0,39700.0,97406.0
12,2022.03.18,39850.0,150.0,40000.0,40300.0,39150.0,146125.0
13,2022.03.17,40000.0,500.0,40050.0,40300.0,39000.0,181849.0
1,2022.03.16,39500.0,100.0,39550.0,39800.0,38850.0,75385.0
2,2022.03.15,39400.0,650.0,38750.0,39600.0,38600.0,80686.0
3,2022.03.14,38750.0,1150.0,39500.0,40100.0,38600.0,132429.0
4,2022.03.11,39900.0,100.0,39550.0,40250.0,39450.0,148172.0
5,2022.03.10,39800.0,1200.0,39150.0,40250.0,39100.0,212702.0
9,2022.03.08,38600.0,300.0,38800.0,39150.0,38250.0,113421.0
10,2022.03.07,38900.0,300.0,38750.0,39350.0,38300.0,133513.0
11,2022.03.04,39200.0,350.0,39250.0,39700.0,38600.0,116478.0
12,2022.03.03,39550.0,1200.0,38550.0,39600.0,38550.0,149926.0
13,2022.03.02,38350.0,750.0,37800.0,39100.0,37550.0,141846.0
1,2022.02.28,37600.0,1600.0,39100.0,39350.0,37600.0,233292.0
2,2022.02.25,39200.0,1100.0,38400.0,40000.0,38400.0,244451.0
3,2022.02.24,38100.0,400.0,38500.0,38750.0,37900.0,206257.0
4,2022.02.23,38500.0,200.0,38250.0,38750.0,37750.0,124516.0
5,2022.02.22,38300.0,100.0,37700.0,38950.0,37500.0,288438.0
9,2022.02.21,38200.0,1250.0,36550.0,38350.0,36350.0,263532.0
10,2022.02.18,36950.0,1050.0,35450.0,37200.0,35450.0,196064.0
11,2022.02.17,35900.0,1300.0,34850.0,36350.0,34700.0,344055.0
12,2022.02.16,34600.0,850.0,34200.0,34600.0,34000.0,85171.0
13,2022.02.15,33750.0,300.0,34400.0,34550.0,33400.0,95216.0
1,2022.02.14,34050.0,550.0,33000.0,34800.0,32650.0,179927.0
2,2022.02.11,33500.0,200.0,33300.0,34000.0,33100.0,65093.0
3,2022.02.10,33700.0,200.0,34150.0,34250.0,33500.0,84848.0
4,2022.02.09,33900.0,1000.0,33000.0,33900.0,33000.0,85803.0
5,2022.02.08,32900.0,350.0,33150.0,33550.0,32850.0,111670.0
9,2022.02.07,33250.0,450.0,33700.0,33800.0,33050.0,83867.0
10,2022.02.04,33700.0,150.0,33550.0,33850.0,33300.0,73055.0
11,2022.02.03,33550.0,200.0,34250.0,34400.0,33500.0,94666.0
12,2022.01.28,33750.0,500.0,33250.0,33900.0,32950.0,94587.0
13,2022.01.27,33250.0,1050.0,34750.0,34750.0,33050.0,114308.0
1,2022.01.26,34300.0,0.0,34750.0,34750.0,33950.0,63131.0
2,2022.01.25,34300.0,550.0,34850.0,35000.0,34250.0,98569.0
3,2022.01.24,34850.0,0.0,34700.0,35050.0,34300.0,68053.0
4,2022.01.21,34850.0,150.0,34300.0,35050.0,34300.0,108930.0
5,2022.01.20,35000.0,950.0,34300.0,35050.0,34050.0,78773.0
9,2022.01.19,34050.0,500.0,34050.0,34450.0,33650.0,121234.0
10,2022.01.18,34550.0,550.0,34800.0,35250.0,34350.0,106549.0
11,2022.01.17,35100.0,300.0,34800.0,35200.0,34700.0,73759.0
12,2022.01.14,34800.0,350.0,35000.0,35300.0,34550.0,125389.0
13,2022.01.13,35150.0,550.0,35550.0,35750.0,35050.0,133780.0
1,2022.01.12,35700.0,550.0,35350.0,35700.0,35000.0,114477.0
2,2022.01.11,35150.0,450.0,35350.0,35700.0,34900.0,95067.0
3,2022.01.10,35600.0,250.0,35900.0,35900.0,35250.0,75468.0
4,2022.01.07,35850.0,700.0,35400.0,35850.0,35200.0,73651.0
5,2022.01.06,35150.0,100.0,35000.0,35800.0,34950.0,124327.0
9,2022.01.05,35050.0,950.0,36000.0,36200.0,34950.0,193183.0
10,2022.01.04,36000.0,150.0,35850.0,36150.0,35800.0,92001.0
11,2022.01.03,35850.0,200.0,36300.0,36350.0,35700.0,80339.0
12,2021.12.30,36050.0,400.0,36500.0,36500.0,36000.0,83519.0
13,2021.12.29,36450.0,1100.0,37200.0,37300.0,36200.0,183435.0
1,2021.12.28,37550.0,450.0,37350.0,37750.0,37100.0,177802.0
2,2021.12.27,37100.0,100.0,37050.0,37250.0,36700.0,94307.0
3,2021.12.24,37000.0,50.0,37300.0,37350.0,36600.0,93750.0
4,2021.12.23,37050.0,700.0,36700.0,37350.0,36400.0,85834.0
5,2021.12.22,36350.0,50.0,36700.0,36700.0,36150.0,45054.0
9,2021.12.21,36300.0,100.0,36350.0,36450.0,35850.0,51890.0
10,2021.12.20,36200.0,400.0,36250.0,36650.0,35950.0,70480.0
11,2021.12.17,36600.0,650.0,36850.0,37000.0,36350.0,90782.0
12,2021.12.16,37250.0,950.0,36750.0,37250.0,36550.0,86925.0
13,2021.12.15,36300.0,0.0,36300.0,36500.0,35900.0,34704.0
1,2021.12.14,36300.0,100.0,35900.0,36650.0,35900.0,47078.0
2,2021.12.13,36200.0,100.0,36400.0,36700.0,36150.0,71986.0
3,2021.12.10,36300.0,50.0,35950.0,36650.0,35700.0,101195.0
4,2021.12.09,36350.0,50.0,36400.0,36650.0,35750.0,268828.0
5,2021.12.08,36400.0,450.0,37350.0,37450.0,36350.0,159539.0
9,2021.12.07,36850.0,150.0,36750.0,37150.0,36400.0,134380.0
10,2021.12.06,36700.0,400.0,36800.0,37100.0,36200.0,116787.0
11,2021.12.03,37100.0,1000.0,36650.0,37800.0,36100.0,313921.0
12,2021.12.02,36100.0,1150.0,34300.0,36300.0,34200.0,180404.0
13,2021.12.01,34950.0,1250.0,33700.0,35100.0,33250.0,165582.0
1,2021.11.30,33700.0,700.0,34900.0,35000.0,33700.0,157391.0
2,2021.11.29,34400.0,1100.0,34550.0,35150.0,34000.0,111770.0
3,2021.11.26,35500.0,50.0,35550.0,35750.0,35200.0,109365.0
4,2021.11.25,35550.0,1150.0,36750.0,36750.0,35350.0,180615.0
5,2021.11.24,36700.0,500.0,37500.0,37650.0,36400.0,74771.0
9,2021.11.23,37200.0,600.0,37700.0,37700.0,36850.0,100121.0
10,2021.11.22,37800.0,600.0,37500.0,38250.0,37250.0,208343.0
11,2021.11.19,37200.0,1500.0,35850.0,37350.0,35750.0,251727.0
12,2021.11.18,35700.0,150.0,36050.0,36050.0,35450.0,106833.0
13,2021.11.17,35550.0,50.0,35400.0,35900.0,34950.0,101210.0
1,2021.11.16,35500.0,600.0,35750.0,35900.0,35150.0,124562.0
2,2021.11.15,36100.0,1050.0,35150.0,36250.0,34900.0,154636.0
3,2021.11.12,35050.0,750.0,34250.0,35350.0,34050.0,126078.0
4,2021.11.11,34300.0,0.0,33800.0,34650.0,33800.0,66612.0
5,2021.11.10,34300.0,750.0,35050.0,35050.0,34100.0,115856.0
9,2021.11.09,35050.0,100.0,34650.0,35200.0,34550.0,99781.0
10,2021.11.08,34950.0,300.0,35150.0,35250.0,34450.0,80702.0
11,2021.11.05,35250.0,150.0,35200.0,35350.0,34800.0,49407.0
12,2021.11.04,35100.0,300.0,35750.0,35850.0,35050.0,80339.0
13,2021.11.03,35400.0,500.0,35900.0,35900.0,35250.0,70605.0
1,2021.11.02,35900.0,500.0,35400.0,36150.0,35400.0,57409.0
2,2021.11.01,35400.0,200.0,35550.0,35700.0,35150.0,56340.0
3,2021.10.29,35200.0,200.0,35400.0,35550.0,35200.0,104086.0
4,2021.10.28,35400.0,100.0,35300.0,35750.0,34950.0,164943.0
5,2021.10.27,35300.0,900.0,35950.0,36150.0,35200.0,99480.0
9,2021.10.26,36200.0,550.0,35800.0,36200.0,35700.0,48613.0
10,2021.10.25,35650.0,50.0,35600.0,35900.0,35400.0,63152.0
11,2021.10.22,35600.0,600.0,35200.0,35750.0,35050.0,60482.0
12,2021.10.21,35000.0,600.0,35550.0,36900.0,35000.0,169178.0
13,2021.10.20,35600.0,600.0,36300.0,36300.0,35550.0,80903.0
1,2021.10.19,36200.0,450.0,36650.0,36900.0,36050.0,55479.0
2,2021.10.18,36650.0,300.0,36100.0,36750.0,35800.0,77820.0
3,2021.10.15,36350.0,250.0,36350.0,36700.0,36100.0,52976.0
4,2021.10.14,36100.0,500.0,35750.0,36150.0,35650.0,55215.0
5,2021.10.13,35600.0,150.0,35300.0,36050.0,35150.0,48209.0
9,2021.10.12,35450.0,150.0,35600.0,35650.0,35000.0,78025.0
10,2021.10.08,35600.0,450.0,35950.0,36650.0,35550.0,110722.0
11,2021.10.07,36050.0,250.0,36400.0,36900.0,35700.0,107259.0
12,2021.10.06,36300.0,150.0,36750.0,37050.0,35800.0,100677.0
13,2021.10.05,36150.0,50.0,36150.0,36300.0,35050.0,107691.0
1,2021.10.01,36200.0,1050.0,36800.0,37000.0,36100.0,102858.0
2,2021.09.30,37250.0,250.0,37950.0,37950.0,36850.0,121235.0
3,2021.09.29,37500.0,400.0,37450.0,37900.0,36650.0,123774.0
4,2021.09.28,37900.0,1050.0,38700.0,39000.0,37900.0,68819.0
5,2021.09.27,38950.0,150.0,38700.0,39200.0,38550.0,33337.0
9,2021.09.24,38800.0,400.0,39250.0,39600.0,38550.0,55478.0
10,2021.09.23,39200.0,500.0,39200.0,39850.0,39050.0,55426.0
11,2021.09.17,39700.0,1250.0,38450.0,39700.0,37950.0,188258.0
12,2021.09.16,38450.0,100.0,38550.0,38800.0,38000.0,74487.0
13,2021.09.15,38350.0,200.0,38150.0,38600.0,38000.0,47851.0
1,2021.09.14,38550.0,1150.0,37400.0,38900.0,37400.0,118004.0
2,2021.09.13,37400.0,1050.0,38400.0,38400.0,37400.0,143677.0
3,2021.09.10,38450.0,50.0,38150.0,38600.0,38000.0,74026.0
4,2021.09.09,38500.0,50.0,38700.0,38700.0,37750.0,99209.0
5,2021.09.08,38550.0,250.0,38600.0,39050.0,38000.0,68033.0
9,2021.09.07,38800.0,250.0,38900.0,39200.0,38650.0,50767.0
10,2021.09.06,39050.0,250.0,39300.0,39600.0,38950.0,45618.0
11,2021.09.03,39300.0,150.0,39350.0,39650.0,39250.0,50946.0
12,2021.09.02,39450.0,300.0,39350.0,39700.0,38750.0,134227.0
13,2021.09.01,39150.0,350.0,39250.0,39300.0,38700.0,102205.0
1,2021.08.31,38800.0,1450.0,37850.0,39300.0,37650.0,179880.0
2,2021.08.30,37350.0,250.0,37950.0,38000.0,37350.0,71453.0
3,2021.08.27,37600.0,300.0,37650.0,37900.0,37300.0,72446.0
4,2021.08.26,37900.0,250.0,37750.0,38000.0,37550.0,85887.0
5,2021.08.25,37650.0,0.0,37900.0,38450.0,37100.0,129895.0
9,2021.08.24,37650.0,600.0,37250.0,37750.0,37050.0,120957.0
10,2021.08.23,37050.0,200.0,36900.0,37350.0,36600.0,62449.0
11,2021.08.20,36850.0,50.0,37000.0,38100.0,36500.0,195455.0
12,2021.08.19,36800.0,1650.0,38250.0,38400.0,36650.0,169199.0
13,2021.08.18,38450.0,900.0,39350.0,39500.0,38300.0,190664.0
1,2021.08.17,39350.0,1250.0,40300.0,40750.0,39300.0,162404.0
2,2021.08.13,40600.0,200.0,40850.0,40900.0,39800.0,139773.0
3,2021.08.12,40800.0,450.0,40950.0,41300.0,40750.0,71378.0
4,2021.08.11,41250.0,900.0,42050.0,42050.0,41100.0,99281.0
5,2021.08.10,42150.0,250.0,42650.0,42700.0,41750.0,100184.0
9,2021.08.09,42400.0,600.0,42000.0,43000.0,41600.0,219557.0
10,2021.08.06,41800.0,100.0,41750.0,42150.0,41700.0,78784.0
11,2021.08.05,41900.0,150.0,41700.0,42000.0,41300.0,99174.0
12,2021.08.04,41750.0,800.0,41300.0,41750.0,40800.0,115108.0
13,2021.08.03,40950.0,200.0,40850.0,41300.0,40650.0,90450.0
1,2021.08.02,41150.0,550.0,40900.0,41150.0,40650.0,38550.0
2,2021.07.30,40600.0,550.0,41000.0,41150.0,40550.0,64915.0
3,2021.07.29,41150.0,250.0,41150.0,41350.0,40800.0,55454.0
4,2021.07.28,40900.0,150.0,41000.0,41250.0,40450.0,85582.0
5,2021.07.27,41050.0,0.0,41200.0,41550.0,41050.0,59325.0
9,2021.07.26,41050.0,750.0,42250.0,42250.0,41050.0,78766.0
10,2021.07.23,41800.0,900.0,41100.0,41800.0,41050.0,124106.0
11,2021.07.22,40900.0,700.0,40450.0,41500.0,40350.0,112521.0
12,2021.07.21,40200.0,250.0,40550.0,40800.0,40100.0,97369.0
13,2021.07.20,40450.0,200.0,40500.0,40800.0,40200.0,110770.0
1,2021.07.19,40650.0,300.0,40900.0,40900.0,40500.0,73013.0
2,2021.07.16,40950.0,500.0,41150.0,41200.0,40800.0,79366.0
3,2021.07.15,41450.0,650.0,40850.0,41600.0,40850.0,72820.0
4,2021.07.14,40800.0,250.0,40900.0,41050.0,40450.0,88461.0
5,2021.07.13,41050.0,300.0,40800.0,41500.0,40800.0,53108.0
