지수별,2018.05,2018.06,2018.07,2018.08,2018.09,2018.1,2018.11,2018.12,2019.01,2019.02,2019.03,2019.04,2019.05,2019.06,2019.07,2019.08,2019.09,2019.1,2019.11,2019.12,2020.01,2020.02,2020.03,2020.04,2020.05,2020.06,2020.07,2020.08,2020.09,2020.1,2020.11,2020.12,2021.01,2021.02,2021.03,2021.04,2021.05,2021.06,2021.07,2021.08,2021.09,2021.1,2021.11,2021.12,2022.01,2022.02,2022.03,2022.04,2022.05,2022.06,2022.07,2022.08,2022.09 p),2022.10 p),2022.11 p)
경제심리지수(전월차)(p),0.2,0.8,-1.4,-1.7,-0.4,-0.1,-0.8,-1.6,-1,1,0.7,1.8,-1.1,-0.6,-1.8,-0.9,-0.3,0.4,0.9,0.3,1.4,-1.4,-8.5,-11.7,-8.6,-0.2,5,6.4,2.9,3.8,2.7,2.7,1.4,1.6,5.2,4.2,3,2.7,-0.5,0,-1.6,0.6,0.3,0,0,-0.2,-0.4,0,0.3,-0.3,-2.6,-2.5,-1.5,-0.8,-2.6
코스피(전월비)(%),0.3,-0.8,-2.4,-2.5,-1.3,-1.9,-3,-3.6,-0.8,2,1.4,1.7,-1.9,-0.9,-2.1,-2.3,-1,-0.2,3,1.6,2.2,0.6,-5.5,-5.7,-3.5,6.2,5.8,6.1,3.5,2.3,2.2,5.3,9.6,7,3.1,0.8,0.8,2.4,0.9,0.1,-1.2,-2.8,-2.3,-1.7,-1.4,-2.7,-3.4,-2,-1.2,-2.8,-4.4,-2,-1.9,-1.8,-0.9
